trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
block_2_trip_2_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_3_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_4_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_5_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_6_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_7_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_8_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_9_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_10_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_11_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_12_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_13_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_14_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_15_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_16_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_17_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_18_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_19_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_2_trip_20_service_1,route_3,service_1,Bielany,"",0,block_2,shape_6254,
block_2_trip_21_service_1,route_3,service_1,Krowodrza Górka P+R,"",1,block_2,shape_6256,
block_11_trip_2_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_3_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_4_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_5_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_6_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_7_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_8_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_9_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_10_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_11_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_12_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_13_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_14_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_15_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_16_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_17_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_18_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_19_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_20_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_21_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_22_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_23_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_24_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_25_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_26_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_27_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_28_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_29_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_30_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_31_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_32_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_33_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_34_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_35_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_36_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_37_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_38_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_11_trip_39_service_1,route_7,service_1,Soboniowice,"",1,block_11,shape_2834,
block_11_trip_40_service_1,route_7,service_1,Zajezdnia Wola Duchacka,"",0,block_11,shape_2833,
block_17_trip_2_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_3_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_4_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_5_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_6_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_7_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_8_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_9_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_10_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_11_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_12_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_13_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_14_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_15_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_16_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_17_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_18_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_19_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_20_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_21_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_22_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_23_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_24_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_25_service_1,route_11,service_1,Os. Podwawelskie,"",0,block_17,shape_2858,
block_17_trip_26_service_1,route_11,service_1,Tyniec Kamieniołom,"",1,block_17,shape_2859,
block_17_trip_27_service_1,route_11,service_1,Rondo Grunwaldzkie,"",0,block_17,shape_5508,
block_24_trip_2_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_3_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_4_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_5_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_6_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_7_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_8_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_9_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_10_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_11_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_12_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_13_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_14_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_15_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_16_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_17_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_18_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_19_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_20_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_21_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_22_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_23_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_24_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_25_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_26_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_27_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_28_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_29_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_30_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_31_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_32_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_33_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_34_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_35_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_36_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_37_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_38_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_39_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_40_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_41_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_42_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_43_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_44_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_45_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_46_service_1,route_137,service_1,Kliny Poranne,"",0,block_24,shape_5044,
block_24_trip_47_service_1,route_137,service_1,Borek Fałęcki,"",1,block_24,shape_5047,
block_24_trip_48_service_1,route_104,service_1,Gaj Zadziele,"",1,block_24,shape_3694,
block_24_trip_49_service_1,route_104,service_1,Borek Fałęcki,"",0,block_24,shape_3693,
block_36_trip_2_service_1,route_17,service_1,Mały Płaszów P+R,"",1,block_36,shape_2915,
block_36_trip_3_service_1,route_17,service_1,Mistrzejowice,"",0,block_36,shape_2918,
block_36_trip_4_service_1,route_17,service_1,Mały Płaszów P+R,"",1,block_36,shape_2907,
block_36_trip_5_service_1,route_17,service_1,Mistrzejowice,"",0,block_36,shape_2918,
block_36_trip_6_service_1,route_17,service_1,Mały Płaszów P+R,"",1,block_36,shape_2907,
block_36_trip_7_service_1,route_17,service_1,Mistrzejowice,"",0,block_36,shape_2906,
block_36_trip_8_service_1,route_17,service_1,Mały Płaszów P+R,"",1,block_36,shape_2915,
block_36_trip_9_service_1,route_17,service_1,Mistrzejowice,"",0,block_36,shape_2918,
block_36_trip_10_service_1,route_17,service_1,Mały Płaszów P+R,"",1,block_36,shape_2915,
block_36_trip_11_service_1,route_17,service_1,Mistrzejowice,"",0,block_36,shape_2918,
block_36_trip_12_service_1,route_17,service_1,Mały Płaszów P+R,"",1,block_36,shape_2907,
block_36_trip_13_service_1,route_17,service_1,Mistrzejowice,"",0,block_36,shape_2906,
block_37_trip_2_service_1,route_130,service_1,Ugorek,"",0,block_37,shape_3902,
block_37_trip_3_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_37,shape_3903,
block_37_trip_4_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",1,block_37,shape_2920,
block_37_trip_5_service_1,route_18,service_1,Os. Podwawelskie,"",0,block_37,shape_2919,
block_37_trip_6_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",1,block_37,shape_2920,
block_37_trip_7_service_1,route_18,service_1,Os. Podwawelskie,"",0,block_37,shape_2919,
block_37_trip_8_service_1,route_130,service_1,Ugorek,"",0,block_37,shape_3902,
block_37_trip_9_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_37,shape_3903,
block_37_trip_10_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",1,block_37,shape_2920,
block_37_trip_11_service_1,route_18,service_1,Os. Podwawelskie,"",0,block_37,shape_2919,
block_37_trip_12_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",1,block_37,shape_2920,
block_37_trip_13_service_1,route_18,service_1,Os. Podwawelskie,"",0,block_37,shape_2919,
block_37_trip_14_service_1,route_130,service_1,Ugorek,"",0,block_37,shape_3902,
block_37_trip_15_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_37,shape_3903,
block_37_trip_16_service_1,route_130,service_1,Ugorek,"",0,block_37,shape_3902,
block_37_trip_17_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_37,shape_3903,
block_37_trip_18_service_1,route_18,service_1,TAURON Arena Kraków Wieczysta,"",1,block_37,shape_2920,
block_37_trip_19_service_1,route_18,service_1,Os. Podwawelskie,"",0,block_37,shape_2919,
block_37_trip_20_service_1,route_130,service_1,Ugorek,"",0,block_37,shape_3902,
block_37_trip_21_service_1,route_130,service_1,Os. Podwawelskie,"",1,block_37,shape_3903,
block_37_trip_22_service_1,route_130,service_1,Ugorek,"",0,block_37,shape_3902,
block_46_trip_2_service_1,route_19,service_1,Dworzec Główny Wschód,"",0,block_46,shape_2935,
block_46_trip_3_service_1,route_19,service_1,Złocień,"",1,block_46,shape_6242,
block_46_trip_4_service_1,route_19,service_1,Dworzec Główny Wschód,"",0,block_46,shape_2931,
block_46_trip_5_service_1,route_19,service_1,Złocień,"",1,block_46,shape_6242,
block_46_trip_6_service_1,route_19,service_1,Dworzec Główny Wschód,"",0,block_46,shape_2935,
block_46_trip_7_service_1,route_19,service_1,Złocień,"",1,block_46,shape_2936,
block_46_trip_10_service_1,route_19,service_1,Dworzec Główny Wschód,"",0,block_46,shape_2935,
block_46_trip_11_service_1,route_19,service_1,Złocień,"",1,block_46,shape_2936,
block_46_trip_12_service_1,route_19,service_1,Dworzec Główny Wschód,"",0,block_46,shape_2935,
block_46_trip_13_service_1,route_19,service_1,Złocień,"",1,block_46,shape_2936,
block_46_trip_14_service_1,route_19,service_1,Dworzec Główny Wschód,"",0,block_46,shape_2935,
block_46_trip_15_service_1,route_19,service_1,Złocień,"",1,block_46,shape_2936,
block_53_trip_2_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_3_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_4_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_5_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_6_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_7_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_8_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_9_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_10_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_11_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_12_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_13_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_14_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_15_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_16_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_17_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_53_trip_18_service_1,route_21,service_1,Górka Narodowa P+R,"",0,block_53,shape_2944,
block_53_trip_19_service_1,route_21,service_1,Zajezdnia Płaszów,"",1,block_53,shape_2945,
block_61_trip_2_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_3_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_4_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_5_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_6_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_7_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_8_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_9_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_10_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_11_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_12_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_13_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_14_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_15_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_16_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_17_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_18_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_19_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_20_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_21_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_22_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_23_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_24_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_25_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_26_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_27_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_28_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_29_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_30_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_61_trip_31_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_61,shape_2961,
block_61_trip_32_service_1,route_23,service_1,Azory,"",0,block_61,shape_2960,
block_62_trip_2_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_3_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_4_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_5_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_6_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_7_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_8_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_9_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_10_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_11_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_12_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_13_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_14_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_15_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_16_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_17_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_18_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_19_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_20_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_21_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_22_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_23_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_24_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_25_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_26_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_27_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_28_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_29_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_30_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_62_trip_31_service_1,route_23,service_1,Azory,"",0,block_62,shape_2960,
block_62_trip_32_service_1,route_23,service_1,Dworzec Główny Zachód,"",1,block_62,shape_2961,
block_74_trip_2_service_1,route_580,service_1,Baba Jaga (nż),"",0,block_74,shape_5923,
block_74_trip_3_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5921,
block_74_trip_4_service_1,route_580,service_1,Baba Jaga (nż),"",0,block_74,shape_5923,
block_74_trip_5_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5921,
block_74_trip_6_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_7_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_8_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_9_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_10_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_11_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_12_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_13_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_14_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_15_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_16_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_17_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_18_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_19_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_20_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_21_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_22_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_23_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_24_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_25_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_26_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_27_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_28_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_29_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_30_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_31_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_32_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_33_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_74_trip_34_service_1,route_580,service_1,ZOO,"",0,block_74,shape_5919,
block_74_trip_35_service_1,route_580,service_1,Cracovia Stadion,"",1,block_74,shape_5920,
block_75_trip_2_service_1,route_872,service_1,Golkowice Pętla,"",0,block_75,shape_5960,
block_75_trip_3_service_1,route_872,service_1,Łagiewniki,"",1,block_75,shape_5961,
block_75_trip_4_service_1,route_25,service_1,Nowy Bieżanów P+R,"",1,block_75,shape_2988,
block_75_trip_5_service_1,route_25,service_1,Łagiewniki,"",0,block_75,shape_2987,
block_75_trip_6_service_1,route_872,service_1,Golkowice Pętla,"",0,block_75,shape_5960,
block_75_trip_7_service_1,route_872,service_1,Łagiewniki,"",1,block_75,shape_5961,
block_75_trip_8_service_1,route_25,service_1,Nowy Bieżanów P+R,"",1,block_75,shape_2988,
block_75_trip_9_service_1,route_25,service_1,Łagiewniki,"",0,block_75,shape_2987,
block_75_trip_10_service_1,route_872,service_1,Golkowice Pętla,"",0,block_75,shape_5960,
block_75_trip_11_service_1,route_872,service_1,Łagiewniki,"",1,block_75,shape_5961,
block_75_trip_12_service_1,route_25,service_1,Nowy Bieżanów P+R,"",1,block_75,shape_2988,
